log_id,customer_id,activity_date,activity_type
51164,848,2023-06-06,Login
51165,5083,2021-10-29,Purchase
51166,4685,2021-06-05,Login
51167,9552,2024-08-07,Login
51168,6245,2021-03-31,Cancel
51169,9247,2021-11-12,Purchase
51170,4740,2023-03-27,Login
51171,4033,2020-09-04,Purchase
51172,8412,2023-05-16,Login
51173,9130,2022-07-11,Purchase
51174,6387,2024-01-06,Purchase
51175,2995,2023-06-19,Purchase
51176,8357,2024-11-09,Login
51177,2051,2024-09-12,Login
51178,5742,2021-09-27,Login
51179,6013,2021-04-14,Purchase
51180,8919,2022-09-28,Login
51181,7516,2022-06-15,Purchase
51182,9347,2024-06-01,Purchase
51183,2413,2023-07-19,Support Request
51184,3748,2021-07-27,Login
51185,81,2020-04-11,Purchase
51186,4259,2022-05-17,Purchase
51187,9700,2020-04-08,Cancel
51188,4008,2020-12-31,Purchase
51189,9274,2020-12-29,Login
51190,4005,2024-07-20,Login
51191,5074,2024-05-28,Login
51192,697,2020-03-17,Purchase
51193,8750,2021-05-31,Purchase
51194,4731,2024-10-25,Login
51195,9223,2024-12-25,Purchase
51196,871,2021-04-20,Purchase
51197,9750,2023-06-18,Login
51198,5333,2023-07-29,Purchase
51199,5567,2022-07-26,Login
51200,9517,2024-01-20,Login
51201,6561,2022-01-19,Purchase
51202,937,2022-01-19,Purchase
51203,5842,2021-01-16,Support Request
51204,3641,2022-08-10,Purchase
51205,7289,2021-12-10,Login
51206,4104,2023-01-17,Login
51207,5959,2021-09-06,Purchase
51208,2438,2021-01-28,Purchase
51209,1671,2024-12-16,Purchase
51210,7141,2023-03-07,Purchase
51211,8919,2023-06-12,Login
51212,5934,2024-04-10,Purchase
51213,1035,2022-09-23,Purchase
51214,4456,2024-02-24,Login
51215,5946,2021-12-07,Login
51216,1,2023-10-19,Purchase
51217,9020,2022-05-17,Cancel
51218,5418,2020-03-28,Support Request
51219,6492,2024-05-09,Purchase
51220,7587,2021-02-08,Login
51221,6291,2023-09-22,Cancel
51222,6287,2023-02-16,Login
51223,8503,2024-07-13,Purchase
51224,1518,2022-09-15,Login
51225,7856,2020-11-13,Purchase
51226,6938,2023-05-30,Support Request
51227,428,2024-05-04,Support Request
51228,4719,2023-07-27,Purchase
51229,5365,2024-01-09,Login
51230,4725,2023-05-02,Cancel
51231,8797,2020-06-10,Login
51232,9169,2020-06-28,Login
51233,7232,2024-05-26,Login
51234,7757,2023-12-27,Support Request
51235,2460,2021-05-17,Login
51236,6953,2021-10-29,Purchase
51237,2966,2021-12-30,Purchase
51238,5375,2024-07-28,Purchase
51239,491,2023-08-12,Login
51240,9665,2024-01-07,Support Request
51241,8934,2024-11-06,Purchase
51242,9898,2020-07-23,Cancel
51243,6646,2022-07-16,Login
51244,3136,2022-03-18,Login
51245,4945,2023-06-19,Purchase
51246,961,2023-06-22,Login
51247,1500,2025-01-14,Login
51248,2833,2021-06-08,Login
51249,2181,2020-08-05,Purchase
51250,8989,2022-05-09,Purchase
51251,5275,2020-10-17,Support Request
51252,343,2022-03-04,Purchase
51253,7215,2020-08-28,Login
51254,1287,2021-05-28,Purchase
51255,2205,2022-02-16,Purchase
51256,8497,2020-10-15,Support Request
51257,3070,2023-07-17,Cancel
51258,9722,2023-07-14,Login
51259,1149,2024-09-04,Login
51260,5136,2020-08-30,Cancel
51261,9376,2020-11-03,Login
51262,4426,2023-11-07,Purchase
51263,7899,2023-03-25,Login
51264,2374,2021-01-28,Login
51265,9998,2022-04-06,Cancel
51266,7787,2022-09-10,Purchase
51267,6728,2020-12-26,Cancel
51268,4875,2021-01-13,Support Request
51269,9235,2023-02-07,Purchase
51270,2938,2024-09-15,Support Request
51271,5639,2021-11-21,Purchase
51272,1882,2020-10-09,Login
51273,3802,2023-05-19,Login
51274,654,2022-03-08,Login
51275,7569,2020-12-05,Purchase
51276,1620,2022-01-12,Purchase
51277,9138,2023-06-16,Support Request
51278,627,2020-08-26,Purchase
51279,8844,2024-12-20,Purchase
51280,4703,2024-03-13,Cancel
51281,2775,2021-01-12,Login
51282,2030,2022-07-24,Login
51283,5159,2021-11-13,Purchase
51284,7286,2022-09-26,Login
51285,2343,2024-06-25,Login
51286,944,2022-12-28,Purchase
51287,4279,2023-10-10,Support Request
51288,8688,2021-04-11,Support Request
51289,5266,2024-05-19,Support Request
51290,4404,2022-12-14,Login
51291,365,2022-05-11,Login
51292,8240,2022-06-07,Cancel
51293,2770,2021-05-18,Login
51294,3725,2022-03-03,Purchase
51295,4202,2022-07-26,Login
51296,4924,2021-02-28,Purchase
51297,6505,2022-06-28,Login
51298,1922,2021-06-13,Purchase
51299,2558,2022-03-05,Login
51300,9286,2023-12-25,Purchase
51301,2851,2024-06-07,Cancel
51302,746,2021-03-31,Purchase
51303,4665,2021-04-24,Login
51304,286,2021-07-08,Login
51305,3479,2022-02-21,Purchase
51306,3748,2022-02-21,Login
51307,4056,2021-12-27,Support Request
51308,6854,2021-02-13,Login
51309,4317,2023-03-08,Login
51310,5846,2021-01-08,Login
51311,777,2021-04-16,Login
51312,5750,2022-05-07,Purchase
51313,2379,2023-11-20,Purchase
51314,20,2021-11-08,Purchase
51315,6857,2021-10-31,Login
51316,2099,2021-10-14,Cancel
51317,5011,2024-06-02,Login
51318,1867,2020-05-02,Login
51319,481,2022-04-21,Support Request
51320,3608,2022-07-27,Login
51321,7796,2021-05-05,Login
51322,3493,2022-05-03,Purchase
51323,8314,2023-05-09,Login
51324,1868,2022-04-06,Support Request
51325,6302,2022-08-23,Purchase
51326,7819,2023-09-14,Purchase
51327,3936,2022-09-27,Purchase
51328,8445,2021-12-09,Cancel
51329,4688,2024-06-16,Login
51330,925,2024-06-09,Login
51331,5543,2024-09-27,Purchase
51332,298,2023-01-19,Purchase
51333,2646,2023-05-20,Purchase
51334,8785,2023-10-23,Login
51335,4218,2021-03-01,Cancel
51336,424,2022-05-10,Login
51337,5616,2021-04-23,Login
51338,9225,2020-10-08,Purchase
51339,6954,2021-08-08,Purchase
51340,6615,2021-03-11,Login
51341,568,2020-10-17,Login
51342,5599,2023-03-29,Login
51343,1162,2023-04-27,Purchase
51344,44,2022-06-15,Login
51345,8318,2024-05-14,Cancel
51346,806,2024-02-11,Login
51347,2475,2024-02-17,Purchase
51348,8005,2023-02-01,Login
51349,6600,2021-11-12,Purchase
51350,9341,2021-03-12,Purchase
51351,9959,2023-12-28,Login
51352,7180,2022-04-05,Login
51353,5104,2021-11-08,Purchase
51354,6007,2024-08-09,Purchase
51355,5103,2021-09-19,Purchase
51356,6698,2020-03-30,Purchase
51357,1682,2021-01-18,Login
51358,4647,2023-04-28,Login
51359,4072,2021-11-24,Support Request
51360,604,2022-05-24,Cancel
51361,9665,2021-01-30,Login
51362,6152,2022-12-15,Login
51363,9968,2023-05-31,Support Request
51364,1191,2024-04-01,Purchase
51365,6813,2023-05-28,Login
51366,2011,2022-02-09,Login
51367,8001,2020-10-26,Login
51368,9907,2023-10-11,Purchase
51369,2789,2024-08-03,Cancel
51370,2342,2020-03-17,Login
51371,4154,2020-03-24,Login
51372,5927,2020-12-08,Login
51373,164,2021-09-30,Purchase
51374,2521,2024-01-16,Support Request
51375,3897,2021-01-05,Login
51376,7434,2023-12-21,Login
51377,6765,2024-04-01,Login
51378,3879,2021-06-09,Purchase
51379,7229,2022-02-07,Login
51380,1719,2021-08-09,Login
51381,6706,2025-01-23,Login
51382,2872,2020-12-04,Login
51383,2597,2021-10-09,Support Request
51384,448,2021-04-25,Login
51385,6695,2021-04-08,Purchase
51386,9770,2024-06-03,Cancel
51387,7516,2022-06-17,Purchase
51388,6883,2022-10-12,Login
51389,2552,2023-06-13,Support Request
51390,8064,2021-07-09,Cancel
51391,1153,2021-08-15,Purchase
51392,6941,2023-04-19,Login
51393,4219,2020-07-31,Login
51394,1770,2021-04-18,Purchase
51395,8866,2022-09-03,Purchase
51396,542,2021-02-09,Login
51397,6977,2022-12-23,Login
51398,5797,2021-02-17,Login
51399,7259,2022-10-12,Purchase
51400,7840,2022-02-08,Cancel
51401,765,2021-11-15,Support Request
51402,4342,2023-02-23,Purchase
51403,7052,2023-09-30,Purchase
51404,424,2023-11-30,Login
51405,1306,2023-03-14,Purchase
51406,4101,2024-10-23,Purchase
51407,7832,2023-03-14,Support Request
51408,6516,2020-11-04,Login
51409,4323,2022-01-28,Purchase
51410,2332,2021-09-24,Purchase
51411,8615,2021-03-10,Cancel
51412,6621,2022-02-05,Purchase
51413,2790,2022-06-24,Login
51414,366,2024-08-24,Cancel
51415,9077,2023-02-28,Login
51416,4056,2023-07-23,Purchase
51417,2750,2021-12-25,Login
51418,112,2024-10-27,Login
51419,4378,2021-02-26,Purchase
51420,1673,2021-09-18,Support Request
51421,782,2020-06-12,Purchase
51422,981,2021-02-13,Login
51423,8331,2020-10-12,Purchase
51424,2216,2020-06-02,Login
51425,615,2021-09-29,Login
51426,7153,2022-06-30,Login
51427,1652,2024-03-10,Login
51428,795,2020-07-12,Login
51429,8232,2022-02-12,Support Request
51430,7990,2020-11-18,Login
51431,6543,2020-10-11,Cancel
51432,4207,2022-02-23,Login
51433,1662,2023-08-30,Cancel
51434,1736,2022-02-25,Login
51435,4169,2024-06-14,Login
51436,4806,2021-10-17,Login
51437,9360,2022-10-10,Purchase
51438,4934,2024-05-26,Login
51439,6052,2023-04-10,Login
51440,8318,2021-09-05,Purchase
51441,4522,2024-08-02,Purchase
51442,7034,2023-04-29,Purchase
51443,3730,2022-06-24,Login
51444,7504,2022-06-26,Purchase
51445,271,2023-10-24,Purchase
51446,4298,2020-12-17,Login
51447,4500,2020-09-08,Purchase
51448,9058,2020-11-23,Support Request
51449,9736,2022-08-08,Support Request
51450,3471,2024-03-19,Purchase
51451,195,2024-11-28,Login
51452,9173,2024-09-04,Purchase
51453,5535,2020-06-22,Login
51454,3862,2020-09-13,Login
51455,3213,2021-08-05,Purchase
51456,3626,2021-05-23,Login
51457,7343,2024-04-01,Support Request
51458,3173,2021-07-18,Login
51459,1975,2023-12-21,Purchase
51460,698,2021-03-18,Purchase
51461,4616,2024-08-14,Login
51462,6626,2024-09-23,Login
51463,2071,2020-12-31,Purchase
51464,3205,2024-07-23,Login
51465,9759,2020-10-02,Purchase
51466,7147,2023-09-24,Purchase
51467,3698,2021-11-20,Login
51468,8054,2023-01-26,Purchase
51469,1902,2020-11-11,Support Request
51470,6697,2022-02-21,Purchase
51471,6386,2021-12-10,Support Request
51472,5051,2025-01-05,Cancel
51473,6151,2023-07-03,Purchase
51474,9261,2024-06-24,Login
51475,5614,2024-12-14,Cancel
51476,2855,2024-06-01,Login
51477,2450,2020-12-11,Support Request
51478,987,2023-08-21,Login
51479,8020,2022-04-18,Purchase
51480,5137,2020-09-04,Purchase
51481,3183,2024-09-13,Login
51482,4604,2024-03-23,Cancel
51483,272,2021-11-07,Login
51484,9347,2021-05-03,Login
51485,6844,2022-01-10,Login
51486,1205,2022-03-30,Purchase
51487,7504,2023-12-28,Login
51488,3302,2024-04-28,Login
51489,1778,2022-07-13,Login
51490,6445,2024-01-22,Purchase
51491,2423,2022-07-15,Support Request
51492,9128,2020-12-28,Login
51493,590,2025-02-10,Purchase
51494,5628,2023-02-18,Login
51495,3760,2025-01-26,Login
51496,2036,2020-04-21,Login
51497,9434,2023-04-20,Login
51498,3819,2021-04-30,Purchase
51499,3115,2021-01-14,Login
51500,7455,2023-02-22,Purchase
51501,4349,2021-05-19,Login
51502,7150,2020-04-05,Login
51503,8790,2024-03-03,Login
51504,137,2024-07-01,Login
51505,1112,2020-05-30,Login
51506,5304,2022-02-06,Login
51507,8543,2021-02-28,Cancel
51508,7334,2022-03-02,Purchase
51509,1593,2021-10-04,Login
51510,8106,2023-04-29,Login
51511,8075,2024-05-10,Purchase
51512,6277,2024-08-04,Purchase
51513,6336,2021-12-22,Login
51514,1286,2023-06-17,Support Request
51515,849,2025-01-09,Support Request
51516,9946,2022-01-12,Support Request
51517,6943,2023-06-23,Login
51518,9115,2024-07-29,Purchase
51519,1143,2023-12-21,Cancel
51520,794,2020-10-02,Purchase
51521,5843,2023-07-24,Cancel
51522,8372,2021-10-02,Purchase
51523,3392,2023-06-13,Login
51524,9912,2022-06-23,Login
51525,1199,2021-10-25,Login
51526,6917,2021-10-28,Cancel
51527,6195,2021-03-02,Login
51528,4459,2022-05-02,Login
51529,4887,2022-06-23,Support Request
51530,1088,2021-05-24,Support Request
51531,1592,2020-10-05,Purchase
51532,9043,2020-12-07,Support Request
51533,5361,2021-05-12,Login
51534,703,2023-06-28,Login
51535,7986,2024-06-03,Login
51536,4343,2024-04-30,Login
51537,9738,2021-12-29,Cancel
51538,2299,2020-10-13,Purchase
51539,7319,2023-07-05,Login
51540,6491,2021-02-11,Login
51541,7646,2024-02-01,Login
51542,5988,2022-11-06,Login
51543,6277,2023-12-30,Purchase
51544,3207,2025-01-14,Login
51545,2613,2024-07-11,Purchase
51546,5668,2020-05-16,Login
51547,7214,2024-03-26,Purchase
51548,3764,2020-12-25,Login
51549,5544,2025-02-18,Login
51550,1826,2021-02-19,Login
51551,9778,2021-03-10,Purchase
51552,7756,2023-09-28,Login
51553,9079,2023-01-08,Login
51554,5279,2021-03-16,Login
51555,7178,2024-06-29,Login
51556,6109,2023-08-31,Login
51557,9394,2023-02-01,Login
51558,2426,2021-07-11,Login
51559,9061,2023-12-27,Purchase
51560,1621,2021-01-13,Cancel
51561,3436,2021-06-04,Login
51562,3772,2022-07-05,Purchase
51563,1416,2024-09-09,Login
51564,3631,2024-02-20,Cancel
51565,9163,2020-12-01,Login
51566,5247,2023-10-04,Login
51567,6088,2020-04-18,Purchase
51568,9727,2024-12-03,Login
51569,5537,2020-12-24,Purchase
51570,6054,2021-10-27,Cancel
51571,6840,2020-06-05,Purchase
51572,260,2020-11-22,Support Request
51573,9807,2022-02-05,Login
51574,8634,2020-03-27,Login
51575,3851,2020-08-31,Purchase
51576,2856,2021-08-20,Cancel
51577,1354,2020-08-27,Login
51578,8514,2022-03-17,Purchase
51579,6169,2021-10-01,Login
51580,7805,2023-09-08,Purchase
51581,584,2024-06-14,Support Request
51582,7098,2024-11-02,Support Request
51583,9469,2022-08-30,Purchase
51584,973,2022-06-25,Purchase
51585,3164,2023-03-22,Purchase
51586,5287,2022-04-26,Login
51587,5565,2021-08-31,Login
51588,9035,2024-11-30,Purchase
51589,3568,2023-06-16,Login
51590,1288,2023-01-08,Purchase
51591,5632,2024-02-12,Cancel
51592,3563,2022-11-11,Cancel
51593,9855,2024-05-12,Purchase
51594,9010,2022-03-25,Purchase
51595,4344,2020-10-11,Login
51596,9925,2021-05-29,Purchase
51597,1576,2021-04-10,Purchase
51598,6944,2024-04-04,Login
51599,5864,2022-11-18,Cancel
51600,8265,2024-01-30,Support Request
51601,6213,2020-08-20,Login
51602,5895,2021-05-13,Login
51603,1059,2024-02-06,Login
51604,1617,2022-01-31,Login
51605,4437,2022-07-16,Login
51606,5628,2024-09-29,Login
51607,7946,2024-01-30,Support Request
51608,5327,2023-12-18,Purchase
51609,762,2020-12-28,Support Request
51610,9847,2021-07-28,Support Request
51611,7705,2022-03-10,Support Request
51612,8346,2023-05-24,Login
51613,7636,2021-09-21,Cancel
51614,9574,2023-04-09,Login
51615,422,2020-11-15,Login
51616,8401,2024-10-22,Login
51617,8659,2022-05-15,Purchase
51618,576,2021-04-30,Login
51619,1979,2024-08-08,Login
51620,3451,2024-01-05,Purchase
51621,2268,2021-09-30,Login
51622,9856,2021-08-23,Purchase
51623,1824,2022-01-01,Purchase
51624,812,2022-08-27,Purchase
51625,9559,2022-02-16,Login
51626,3157,2021-03-02,Login
51627,9867,2021-02-20,Cancel
51628,2029,2025-02-10,Login
51629,6561,2023-09-06,Login
51630,9219,2020-08-30,Purchase
51631,1907,2023-10-18,Purchase
51632,2470,2024-02-13,Login
51633,1477,2023-05-31,Login
51634,706,2023-04-05,Login
51635,5862,2025-03-02,Cancel
51636,4504,2021-10-11,Login
51637,8112,2024-10-24,Support Request
51638,6197,2020-10-03,Support Request
51639,3248,2021-12-01,Login
51640,5479,2020-04-25,Purchase
51641,3326,2022-08-05,Login
51642,8603,2022-02-10,Support Request
51643,9491,2021-11-30,Login
51644,4072,2020-05-31,Support Request
51645,6595,2024-12-23,Support Request
51646,4174,2021-05-27,Purchase
51647,9695,2020-12-05,Cancel
51648,3172,2020-04-09,Support Request
51649,9990,2023-10-03,Purchase
51650,6885,2020-05-07,Login
51651,5718,2021-07-22,Purchase
51652,8217,2021-04-26,Purchase
51653,6937,2021-10-12,Support Request
51654,258,2022-01-10,Login
51655,5805,2022-11-28,Cancel
51656,1982,2022-03-26,Login
51657,5829,2022-02-03,Purchase
51658,758,2024-07-02,Purchase
51659,4936,2021-09-16,Login
51660,9099,2022-04-13,Purchase
51661,9378,2024-06-21,Login
51662,3773,2020-09-25,Login
51663,6540,2020-04-08,Login
51664,6382,2024-11-17,Purchase
51665,4325,2023-06-29,Cancel
51666,2251,2020-09-14,Login
51667,6048,2023-09-24,Purchase
51668,4224,2020-07-22,Cancel
51669,3500,2022-10-14,Login
51670,6003,2024-01-03,Login
51671,3504,2025-01-25,Login
51672,8298,2023-02-22,Cancel
51673,9700,2024-08-19,Purchase
51674,4199,2020-05-20,Purchase
51675,747,2023-01-25,Support Request
51676,3950,2021-02-01,Login
51677,15,2020-12-27,Cancel
51678,5934,2021-04-21,Login
51679,2303,2022-09-03,Login
51680,9699,2023-01-12,Login
51681,9520,2021-06-04,Login
51682,4456,2023-09-16,Login
51683,2353,2020-12-11,Cancel
51684,53,2021-01-09,Purchase
51685,9281,2022-08-07,Login
51686,3622,2021-08-23,Purchase
51687,4914,2022-03-05,Login
51688,6491,2022-06-18,Login
51689,7288,2024-01-23,Purchase
51690,4947,2020-09-20,Cancel
51691,9091,2024-07-22,Purchase
51692,2564,2022-01-10,Login
51693,9834,2021-09-24,Purchase
51694,6084,2024-10-09,Login
51695,5583,2023-08-21,Login
51696,8350,2023-10-14,Login
51697,1141,2024-01-21,Login
51698,4340,2022-06-30,Login
51699,5473,2022-03-14,Login
51700,7880,2021-03-22,Login
51701,2198,2023-06-27,Cancel
51702,5701,2021-02-13,Login
51703,6673,2023-10-09,Cancel
51704,1312,2022-03-26,Login
51705,4937,2022-01-26,Login
51706,949,2022-03-29,Login
51707,7091,2023-05-13,Support Request
51708,1741,2022-12-23,Purchase
51709,9941,2020-11-09,Purchase
51710,7103,2025-01-05,Login
51711,7951,2021-09-09,Support Request
51712,4994,2021-01-17,Login
51713,6392,2023-10-23,Support Request
51714,3994,2023-11-18,Login
51715,6508,2023-04-23,Login
51716,4479,2021-01-15,Purchase
51717,7658,2020-08-29,Login
51718,8151,2021-04-29,Cancel
51719,9889,2023-09-10,Purchase
51720,1644,2023-05-08,Purchase
51721,5415,2020-07-12,Login
51722,5245,2023-10-18,Purchase
51723,1231,2022-10-02,Support Request
51724,7125,2021-04-12,Purchase
51725,7492,2021-10-11,Support Request
51726,325,2024-10-27,Purchase
51727,1800,2021-08-01,Purchase
51728,5142,2024-03-18,Login
51729,4368,2020-08-14,Support Request
51730,620,2020-08-15,Login
51731,9322,2022-07-07,Purchase
51732,9659,2023-06-20,Login
51733,1389,2024-05-05,Login
51734,2485,2023-10-12,Login
51735,8652,2024-09-15,Purchase
51736,2795,2021-08-15,Purchase
51737,6118,2022-10-11,Cancel
51738,4118,2020-11-29,Cancel
51739,3843,2024-07-19,Login
51740,618,2024-11-02,Purchase
51741,997,2022-04-27,Login
51742,8638,2024-06-22,Login
51743,4460,2020-08-10,Login
51744,5123,2023-02-16,Login
51745,2417,2022-10-25,Purchase
51746,5447,2024-07-31,Login
51747,9868,2025-02-21,Purchase
51748,9419,2023-05-26,Purchase
51749,8769,2020-06-06,Login
51750,7237,2021-10-10,Login
51751,2240,2024-06-08,Login
51752,663,2025-01-13,Login
51753,8686,2024-10-24,Purchase
51754,180,2021-06-21,Support Request
51755,2184,2024-05-24,Login
51756,8878,2022-01-05,Cancel
51757,5773,2025-01-30,Login
51758,2072,2023-08-20,Purchase
51759,6571,2022-01-09,Login
51760,437,2021-07-11,Purchase
51761,3275,2024-09-26,Login
51762,96,2022-07-23,Login
51763,9767,2024-07-19,Login
51764,3718,2022-07-04,Purchase
51765,6105,2022-08-07,Cancel
51766,9455,2023-08-24,Login
51767,1694,2020-08-15,Login
51768,5162,2020-07-04,Login
51769,6844,2023-11-25,Login
51770,9015,2022-09-03,Support Request
51771,2488,2023-08-10,Cancel
51772,628,2023-02-16,Login
51773,4575,2023-01-20,Login
51774,9178,2020-06-19,Purchase
51775,5518,2023-06-21,Login
51776,9890,2024-02-02,Support Request
51777,3738,2024-06-26,Purchase
51778,6443,2020-07-05,Login
51779,5929,2021-01-10,Login
51780,9610,2022-01-27,Purchase
51781,5541,2024-04-24,Login
51782,9937,2024-06-01,Purchase
51783,106,2021-01-10,Purchase
51784,6124,2023-02-17,Login
51785,9000,2023-05-24,Login
51786,3314,2023-04-20,Login
51787,3039,2021-01-20,Purchase
51788,4836,2024-02-27,Login
51789,3714,2024-06-30,Support Request
51790,5985,2022-02-12,Login
51791,2827,2023-11-14,Purchase
51792,674,2020-09-23,Purchase
51793,40,2023-12-11,Login
51794,6798,2023-07-04,Login
51795,3800,2022-11-02,Login
51796,6664,2022-07-13,Purchase
51797,2033,2025-01-18,Login
51798,4891,2020-10-19,Support Request
51799,8767,2024-04-13,Login
51800,9276,2022-01-10,Login
51801,6312,2024-07-19,Purchase
51802,4028,2023-02-13,Login
51803,5071,2024-11-12,Login
51804,5115,2021-07-11,Login
51805,9616,2020-08-01,Login
51806,4753,2021-05-03,Purchase
51807,968,2024-10-18,Purchase
51808,3702,2021-02-14,Login
51809,6803,2024-05-29,Login
51810,404,2022-06-03,Login
51811,2940,2022-04-19,Login
51812,11,2024-10-20,Purchase
51813,2291,2022-10-16,Login
51814,8140,2022-07-03,Login
51815,9622,2024-05-06,Purchase
51816,246,2021-01-08,Login
51817,2611,2022-10-11,Login
51818,7493,2022-06-06,Purchase
51819,9497,2022-06-26,Login
51820,2116,2023-10-02,Login
51821,5876,2023-10-28,Purchase
51822,7396,2023-06-23,Purchase
51823,9945,2020-04-14,Purchase
51824,5720,2023-05-14,Login
51825,4680,2022-03-22,Login
51826,714,2020-05-03,Login
51827,5287,2022-07-21,Purchase
51828,7908,2023-09-09,Support Request
51829,7793,2024-11-17,Login
51830,3868,2021-12-23,Login
51831,9473,2023-06-02,Purchase
51832,2132,2020-09-20,Purchase
51833,3968,2024-01-09,Purchase
51834,3292,2021-12-24,Login
51835,5115,2021-04-18,Purchase
51836,9611,2023-03-14,Purchase
51837,8052,2024-07-27,Purchase
51838,3151,2023-05-25,Purchase
51839,7093,2022-08-29,Purchase
51840,3936,2023-01-06,Cancel
51841,1305,2020-04-12,Login
51842,1418,2023-10-10,Cancel
51843,3029,2023-02-28,Purchase
51844,7766,2023-09-01,Login
51845,8524,2024-09-25,Login
51846,3036,2024-03-06,Login
51847,5102,2024-08-03,Purchase
51848,7297,2022-09-07,Login
51849,6777,2023-02-15,Purchase
51850,5694,2020-08-08,Purchase
51851,810,2022-10-08,Cancel
51852,946,2023-06-16,Cancel
51853,8614,2020-04-06,Login
51854,156,2021-07-24,Login
51855,4721,2025-02-03,Login
51856,1997,2023-08-30,Login
51857,6034,2022-05-21,Support Request
51858,7674,2021-09-30,Purchase
51859,2512,2023-12-16,Login
51860,9219,2021-07-18,Login
51861,9105,2024-11-21,Login
51862,9648,2020-08-16,Purchase
51863,9953,2022-01-22,Login
51864,7044,2024-08-29,Login
51865,264,2025-01-10,Login
51866,8682,2022-12-28,Purchase
51867,7783,2024-11-29,Login
51868,7711,2022-02-20,Purchase
51869,6689,2024-07-26,Login
51870,8117,2022-01-12,Login
51871,5297,2024-05-08,Login
51872,6433,2022-07-27,Login
51873,7962,2022-04-06,Cancel
51874,9779,2022-09-14,Support Request
51875,1434,2021-01-17,Login
51876,4979,2020-08-21,Cancel
51877,8705,2021-12-29,Support Request
51878,9996,2020-05-12,Purchase
51879,7397,2024-07-15,Cancel
51880,7976,2020-09-06,Login
51881,1772,2023-07-21,Support Request
51882,2872,2024-10-03,Login
51883,8684,2025-02-25,Cancel
51884,863,2021-03-02,Login
51885,2705,2020-07-02,Login
51886,6402,2021-04-04,Cancel
51887,2599,2022-02-25,Login
51888,390,2021-09-17,Login
51889,9441,2023-08-16,Support Request
51890,5778,2024-02-16,Cancel
51891,8688,2024-12-29,Login
51892,5973,2021-07-05,Login
51893,7745,2020-04-07,Support Request
51894,9310,2020-06-17,Support Request
51895,9862,2021-09-15,Login
51896,7276,2021-08-14,Purchase
51897,756,2023-05-26,Cancel
51898,6901,2025-02-12,Login
51899,8914,2021-01-10,Login
51900,6562,2022-07-10,Purchase
51901,6568,2022-07-03,Login
51902,5833,2021-11-23,Purchase
51903,881,2024-11-04,Support Request
51904,123,2020-08-01,Login
51905,9828,2022-11-29,Purchase
51906,3571,2020-04-05,Purchase
51907,8773,2021-08-21,Login
51908,2900,2021-04-18,Support Request
51909,8991,2021-04-02,Login
51910,4573,2025-02-20,Login
51911,7779,2023-12-05,Cancel
51912,7115,2021-01-20,Login
51913,9530,2021-04-02,Purchase
51914,4447,2021-12-24,Purchase
51915,1252,2021-10-17,Cancel
51916,5761,2025-01-06,Purchase
51917,9977,2024-10-20,Purchase
51918,2996,2023-05-01,Cancel
51919,8125,2021-03-04,Support Request
51920,4212,2023-08-04,Cancel
51921,628,2022-08-15,Purchase
51922,5586,2020-08-28,Login
51923,1858,2024-11-18,Login
51924,7169,2021-04-26,Login
51925,921,2024-11-25,Cancel
51926,6232,2022-08-13,Login
51927,3055,2022-06-21,Cancel
51928,6227,2023-10-04,Login
51929,5548,2020-06-23,Purchase
51930,7410,2023-10-15,Login
51931,1441,2022-04-21,Login
51932,4938,2021-07-19,Login
51933,1748,2022-10-20,Login
51934,3186,2023-04-28,Support Request
51935,4761,2021-04-03,Login
51936,9093,2021-04-26,Login
51937,9581,2020-06-07,Login
51938,7257,2022-01-27,Purchase
51939,4453,2021-12-25,Purchase
51940,3283,2020-06-21,Login
51941,5013,2020-11-27,Login
51942,3869,2024-01-04,Cancel
51943,9585,2024-04-17,Login
51944,611,2021-12-16,Purchase
51945,1759,2022-03-01,Login
51946,5616,2020-07-05,Login
51947,4338,2022-04-29,Purchase
51948,27,2023-06-17,Purchase
51949,9658,2022-09-17,Purchase
51950,45,2023-01-29,Support Request
51951,8951,2022-01-06,Purchase
51952,4383,2023-01-11,Login
51953,4031,2020-07-27,Purchase
51954,4954,2024-08-08,Login
51955,8624,2020-08-14,Login
51956,5962,2023-01-19,Login
51957,2157,2024-12-11,Login
51958,1051,2020-06-26,Support Request
51959,3068,2022-01-29,Cancel
51960,5360,2020-05-10,Purchase
51961,7403,2024-10-18,Login
51962,3721,2021-12-12,Login
51963,9808,2021-01-15,Support Request
51964,8209,2021-07-22,Support Request
51965,7273,2020-11-28,Purchase
51966,5925,2020-07-31,Cancel
51967,1985,2023-03-21,Cancel
51968,9619,2020-09-12,Login
51969,8174,2024-07-28,Login
51970,5764,2022-10-11,Login
51971,6545,2022-04-29,Cancel
51972,2056,2023-05-30,Cancel
51973,1297,2023-07-06,Login
51974,6560,2024-01-21,Purchase
51975,5096,2025-02-17,Purchase
51976,5374,2022-08-05,Login
51977,472,2021-09-24,Login
51978,7106,2022-11-27,Login
51979,7595,2024-10-06,Purchase
51980,8324,2023-04-10,Login
51981,1763,2023-07-14,Cancel
51982,219,2020-08-05,Support Request
51983,4647,2020-06-06,Login
51984,1177,2023-11-25,Purchase
51985,5140,2023-10-16,Support Request
51986,9770,2022-02-23,Purchase
51987,8133,2023-10-23,Purchase
51988,9975,2024-08-11,Login
51989,134,2020-05-30,Cancel
