customer_id,subscription_type,start_date,end_date
5263,Standard,2024-01-20,
5264,Premium,2024-10-04,
5265,Basic,2022-09-10,2022-12-29
5266,Premium,2021-02-20,
5267,Standard,2024-03-12,
5268,Standard,2023-08-13,
5269,Basic,2023-02-09,2023-04-06
5270,Standard,2024-12-31,
5271,Standard,2022-09-19,
5272,Standard,2021-09-18,
5273,Premium,2023-04-17,
5274,Standard,2022-07-11,
5275,Premium,2023-02-08,
5276,Standard,2021-01-15,
5277,Standard,2020-06-14,
5278,Premium,2020-09-07,
5279,Premium,2020-05-30,2022-05-23
5280,Basic,2023-11-19,
5281,Basic,2021-01-17,2023-12-29
5282,Premium,2020-12-12,
5283,Standard,2024-07-10,
5284,Basic,2022-01-02,2024-02-06
5285,Premium,2021-03-26,
5286,Premium,2025-02-05,
5287,Standard,2022-08-15,2023-02-13
5288,Premium,2022-11-04,
5289,Basic,2021-10-31,
5290,Standard,2024-02-27,
5291,Premium,2025-01-04,
5292,Premium,2024-03-11,
5293,Standard,2022-07-14,
5294,Standard,2020-05-30,
5295,Standard,2024-04-21,
5296,Basic,2025-01-19,
5297,Basic,2020-08-24,
5298,Premium,2024-11-15,
5299,Premium,2023-11-20,
5300,Standard,2022-04-30,
5301,Premium,2022-08-02,
5302,Premium,2020-10-02,
5303,Standard,2023-12-27,
5304,Basic,2022-07-20,2024-02-14
5305,Basic,2024-12-12,
5306,Basic,2024-10-19,
5307,Premium,2024-11-15,
5308,Standard,2023-03-08,
5309,Basic,2024-11-20,2025-02-12
5310,Premium,2024-11-28,2025-02-19
5311,Standard,2020-10-02,
5312,Basic,2020-07-18,
5313,Basic,2020-11-10,2020-12-06
5314,Standard,2023-12-11,2024-01-27
5315,Premium,2023-02-22,
5316,Premium,2021-12-07,
5317,Basic,2024-11-30,
5318,Standard,2021-08-26,2021-11-04
5319,Premium,2020-09-05,
5320,Standard,2024-10-03,
5321,Standard,2020-04-25,
5322,Basic,2024-08-02,
5323,Standard,2020-06-22,
5324,Standard,2022-08-05,2022-10-23
5325,Standard,2023-10-26,
5326,Premium,2021-03-26,
5327,Basic,2023-12-25,
5328,Basic,2023-08-08,
5329,Standard,2020-10-02,
5330,Standard,2022-04-03,
5331,Premium,2020-12-26,
5332,Basic,2022-06-21,
5333,Premium,2022-10-15,
5334,Basic,2023-04-16,
5335,Premium,2023-06-15,2024-06-30
5336,Standard,2022-01-18,2024-04-15
5337,Premium,2021-06-04,
5338,Standard,2022-01-03,
5339,Basic,2022-03-02,2022-06-13
5340,Basic,2022-07-27,
5341,Standard,2023-09-04,2024-01-24
5342,Basic,2023-05-28,2024-06-04
5343,Premium,2023-06-13,
5344,Standard,2020-08-08,
5345,Basic,2021-05-18,2022-05-29
5346,Premium,2020-05-15,
5347,Premium,2020-12-17,
5348,Basic,2021-12-09,
5349,Basic,2022-03-25,
5350,Premium,2021-08-16,
5351,Standard,2021-08-13,
5352,Basic,2023-10-17,2024-06-26
5353,Basic,2021-12-15,
5354,Standard,2021-04-17,
5355,Standard,2025-02-22,
5356,Basic,2023-12-06,
5357,Standard,2023-09-26,
5358,Premium,2021-11-13,2025-02-07
5359,Premium,2022-06-16,2023-08-05
5360,Premium,2023-07-09,
5361,Basic,2021-05-18,
5362,Standard,2021-11-19,
5363,Premium,2021-04-10,
5364,Standard,2024-10-03,
5365,Premium,2022-03-10,
5366,Standard,2024-02-02,2025-01-18
5367,Premium,2021-04-28,
5368,Premium,2022-08-07,
5369,Premium,2024-11-15,
5370,Premium,2024-11-27,
5371,Premium,2024-08-02,
5372,Premium,2022-10-20,
5373,Premium,2022-11-12,
5374,Premium,2025-02-12,
5375,Premium,2022-10-18,
5376,Standard,2021-10-29,
5377,Standard,2024-06-27,
5378,Basic,2024-12-16,
5379,Premium,2020-11-16,2021-10-22
5380,Standard,2020-08-09,
5381,Standard,2021-08-28,
5382,Standard,2020-07-26,
5383,Standard,2022-02-11,
5384,Standard,2021-05-04,
5385,Standard,2021-12-31,
5386,Basic,2024-08-18,
5387,Standard,2023-05-24,
5388,Basic,2023-07-01,2024-05-23
5389,Basic,2023-01-06,
5390,Premium,2024-12-27,2025-02-08
5391,Premium,2021-11-29,
5392,Premium,2021-06-19,
5393,Standard,2021-06-10,2021-06-30
5394,Premium,2021-08-13,
5395,Standard,2020-04-09,
5396,Standard,2022-08-05,
5397,Premium,2020-05-04,
5398,Premium,2024-09-29,
5399,Basic,2024-02-11,
5400,Basic,2023-04-29,2024-01-09
5401,Standard,2023-05-06,
5402,Standard,2023-02-10,2023-07-18
5403,Premium,2020-04-11,2022-09-01
5404,Premium,2024-02-18,
5405,Basic,2021-10-04,
5406,Premium,2020-11-06,2021-06-22
5407,Standard,2021-02-15,2024-08-01
5408,Premium,2020-03-05,
5409,Basic,2022-05-26,
5410,Standard,2021-09-27,
5411,Basic,2023-11-18,
5412,Basic,2022-09-15,
5413,Standard,2024-11-16,
5414,Basic,2022-06-29,
5415,Premium,2021-09-18,
5416,Premium,2021-06-24,
5417,Basic,2022-03-04,
5418,Premium,2021-03-13,
5419,Basic,2021-12-09,
5420,Premium,2024-12-19,
5421,Basic,2020-05-28,
5422,Premium,2022-08-29,
5423,Standard,2023-07-03,2023-11-28
5424,Standard,2020-07-21,
5425,Premium,2023-09-14,
5426,Basic,2024-06-28,
5427,Premium,2020-12-23,2025-01-17
5428,Basic,2020-07-24,
5429,Premium,2025-01-22,
5430,Premium,2024-05-01,
5431,Standard,2022-03-20,
5432,Basic,2024-09-24,
5433,Basic,2022-01-29,
5434,Basic,2023-09-15,
5435,Basic,2020-03-26,
5436,Basic,2020-03-17,
5437,Standard,2021-10-05,
5438,Premium,2022-11-02,2023-04-11
5439,Basic,2024-10-07,
5440,Basic,2022-09-11,2023-06-09
5441,Premium,2024-09-17,
5442,Standard,2021-01-19,
5443,Standard,2024-09-13,
5444,Standard,2025-02-07,2025-02-19
5445,Premium,2021-08-22,
5446,Premium,2021-06-18,
5447,Standard,2020-12-03,
5448,Standard,2023-09-23,
5449,Premium,2020-09-30,
5450,Standard,2024-05-01,
5451,Basic,2021-09-04,
5452,Premium,2022-04-04,
5453,Standard,2022-02-19,
5454,Basic,2021-01-01,
5455,Premium,2024-09-05,
5456,Premium,2024-03-25,
5457,Basic,2022-01-11,
5458,Premium,2021-01-27,
5459,Standard,2021-10-25,2024-08-12
5460,Premium,2022-07-31,2022-08-30
5461,Standard,2020-05-18,2023-04-16
5462,Basic,2024-02-11,
5463,Basic,2021-11-18,
5464,Premium,2023-01-19,
5465,Basic,2021-11-28,
5466,Basic,2024-12-21,
5467,Premium,2022-10-28,
5468,Standard,2024-02-27,2024-12-03
5469,Premium,2021-12-10,2024-04-17
5470,Premium,2021-03-29,
5471,Standard,2023-06-12,
5472,Standard,2022-08-22,
5473,Standard,2022-02-17,
5474,Premium,2023-12-21,
5475,Standard,2021-03-22,
5476,Basic,2021-02-25,
5477,Standard,2020-11-28,
5478,Basic,2022-07-18,
5479,Standard,2021-03-05,
5480,Basic,2025-02-17,
5481,Basic,2024-04-15,2024-07-30
5482,Basic,2020-06-07,
5483,Basic,2023-12-21,
5484,Basic,2022-11-02,
5485,Standard,2022-06-09,
5486,Premium,2021-02-10,2021-09-24
5487,Premium,2021-04-24,
5488,Premium,2023-06-09,
5489,Premium,2021-11-11,
5490,Premium,2020-04-24,2020-10-11
5491,Basic,2021-07-05,
5492,Standard,2021-07-11,
5493,Basic,2020-09-19,
5494,Standard,2020-07-29,
5495,Standard,2023-12-24,
5496,Standard,2022-11-06,
5497,Standard,2021-06-29,
5498,Premium,2020-09-27,2024-03-27
5499,Standard,2023-01-24,
5500,Standard,2022-07-30,
5501,Premium,2023-01-21,
5502,Basic,2023-01-28,
5503,Basic,2025-01-14,
5504,Basic,2023-02-02,
5505,Basic,2024-01-14,
5506,Standard,2020-03-18,
5507,Premium,2020-03-16,
5508,Premium,2023-06-08,
5509,Basic,2022-11-16,
5510,Premium,2021-06-02,
5511,Standard,2020-11-30,
5512,Basic,2021-11-28,2023-07-28
5513,Standard,2024-01-05,2024-08-01
5514,Standard,2020-12-14,
5515,Standard,2024-06-25,
5516,Standard,2024-01-13,
5517,Standard,2025-02-26,2025-02-27
5518,Basic,2022-03-15,
5519,Standard,2022-03-02,
5520,Basic,2022-06-28,
5521,Premium,2020-03-05,2023-08-11
5522,Standard,2022-11-11,
5523,Standard,2021-11-26,
5524,Premium,2023-12-08,
5525,Basic,2022-01-31,
5526,Standard,2024-11-19,
5527,Premium,2024-10-14,
5528,Premium,2020-04-25,
5529,Standard,2021-07-08,
5530,Basic,2024-03-07,
5531,Basic,2023-06-08,
5532,Standard,2020-07-30,
5533,Premium,2021-05-30,
5534,Standard,2020-03-12,
5535,Basic,2021-12-14,
5536,Premium,2022-12-31,
5537,Standard,2021-12-21,
5538,Premium,2024-11-18,2025-01-31
5539,Basic,2023-09-08,
5540,Basic,2023-10-26,
5541,Basic,2020-08-20,
5542,Standard,2023-09-06,
5543,Premium,2021-10-02,2022-02-01
5544,Standard,2023-05-21,2024-01-11
5545,Standard,2024-02-14,
5546,Standard,2023-04-20,
5547,Standard,2020-03-12,
5548,Premium,2025-01-29,
5549,Premium,2021-12-02,
5550,Standard,2024-11-03,
5551,Standard,2022-01-29,
5552,Basic,2022-05-01,
5553,Basic,2024-03-04,2024-11-16
5554,Premium,2021-07-27,
5555,Basic,2022-05-06,2024-07-18
5556,Premium,2024-09-26,
5557,Premium,2022-03-22,
5558,Premium,2022-12-12,
5559,Basic,2022-01-18,
5560,Basic,2023-06-02,
5561,Premium,2020-04-05,
5562,Premium,2024-09-30,2024-11-13
5563,Standard,2022-10-04,
5564,Premium,2021-09-27,
5565,Premium,2020-10-20,2022-07-17
5566,Standard,2023-07-10,
5567,Premium,2021-03-05,
5568,Premium,2020-07-11,
5569,Premium,2024-01-09,2024-12-28
5570,Standard,2021-10-13,2023-08-02
5571,Basic,2023-03-06,2023-06-29
5572,Premium,2024-01-25,
5573,Standard,2023-07-12,2024-06-20
5574,Premium,2023-09-28,
5575,Standard,2022-07-04,
5576,Premium,2020-07-28,
5577,Standard,2022-07-22,
5578,Basic,2022-04-27,2023-06-15
5579,Basic,2023-03-11,2024-01-31
5580,Basic,2022-11-25,
5581,Premium,2024-07-04,
5582,Standard,2024-07-23,
5583,Premium,2021-04-04,2024-02-28
5584,Premium,2020-11-03,
5585,Standard,2022-09-21,
5586,Premium,2024-06-25,
5587,Standard,2023-10-06,
5588,Standard,2024-03-01,
5589,Basic,2024-02-16,2024-07-22
5590,Basic,2020-03-23,
5591,Basic,2021-01-27,
5592,Standard,2022-03-27,
5593,Basic,2020-11-21,
5594,Standard,2024-04-21,2024-10-30
5595,Premium,2023-03-18,
5596,Basic,2025-01-02,
5597,Standard,2023-06-11,
5598,Standard,2022-10-12,
5599,Standard,2022-09-24,
5600,Standard,2021-05-11,
5601,Basic,2024-04-18,
5602,Basic,2025-02-23,
5603,Basic,2023-11-10,
5604,Standard,2022-06-12,
5605,Premium,2024-03-20,
5606,Standard,2021-04-16,
5607,Premium,2021-02-15,2024-03-13
5608,Basic,2020-06-04,2024-02-07
5609,Standard,2021-08-27,
5610,Standard,2022-06-13,
5611,Basic,2022-05-31,
5612,Standard,2021-12-23,
5613,Premium,2024-05-15,2024-06-15
5614,Premium,2023-03-16,
5615,Premium,2024-08-03,
5616,Standard,2024-01-03,2024-08-25
5617,Standard,2021-02-08,2022-08-17
5618,Premium,2020-10-15,
5619,Standard,2022-04-18,
5620,Premium,2022-07-25,
5621,Basic,2022-05-17,
5622,Premium,2021-05-24,2024-08-10
5623,Basic,2024-07-04,2025-01-26
5624,Basic,2020-05-13,
5625,Basic,2022-10-25,
5626,Premium,2024-08-04,2025-03-02
5627,Premium,2024-10-15,
5628,Standard,2023-08-17,
5629,Standard,2023-02-13,
5630,Basic,2022-11-29,
5631,Premium,2021-09-20,
5632,Standard,2021-12-09,
5633,Standard,2023-01-16,
5634,Standard,2024-11-12,
5635,Premium,2023-07-27,
5636,Standard,2020-11-24,
5637,Basic,2025-02-19,
5638,Premium,2024-11-07,2024-12-03
5639,Standard,2023-03-04,
5640,Standard,2020-10-07,
5641,Premium,2022-04-08,
5642,Standard,2023-10-27,2024-12-08
5643,Standard,2024-02-14,
5644,Basic,2022-04-21,
5645,Premium,2021-02-27,
5646,Standard,2025-01-23,
5647,Premium,2023-12-17,
5648,Premium,2023-09-21,
5649,Basic,2024-05-07,
5650,Basic,2020-11-03,
5651,Premium,2021-11-20,
5652,Basic,2020-08-01,
5653,Basic,2020-12-25,
5654,Standard,2020-12-30,
5655,Basic,2022-11-26,
5656,Basic,2024-01-10,
5657,Standard,2024-04-12,
5658,Standard,2023-06-11,2024-09-08
5659,Premium,2024-08-04,2024-12-28
5660,Basic,2024-02-20,
5661,Standard,2020-07-19,
5662,Basic,2023-02-07,
5663,Premium,2024-12-29,2025-02-04
5664,Basic,2023-08-26,
5665,Basic,2024-06-04,
5666,Basic,2022-03-12,
5667,Standard,2022-05-01,
5668,Standard,2023-07-12,2023-08-15
5669,Premium,2022-03-08,
5670,Basic,2021-10-13,
5671,Premium,2025-01-02,2025-01-03
5672,Premium,2024-05-22,
5673,Standard,2021-08-03,
5674,Basic,2022-09-04,
5675,Basic,2023-05-11,2023-07-03
5676,Premium,2024-09-08,
5677,Basic,2020-03-09,
5678,Standard,2023-08-25,
5679,Premium,2023-04-03,
5680,Premium,2023-11-29,
5681,Standard,2023-08-12,
5682,Standard,2022-07-31,
5683,Standard,2021-02-16,2023-06-02
5684,Standard,2022-10-26,
5685,Standard,2021-03-17,
5686,Standard,2024-11-11,
5687,Premium,2021-10-31,
5688,Basic,2020-08-09,2022-02-06
5689,Basic,2020-03-30,
5690,Premium,2021-11-27,
5691,Basic,2021-09-22,
5692,Basic,2022-02-05,
5693,Premium,2022-03-11,
5694,Basic,2022-10-07,
5695,Basic,2020-12-04,
5696,Premium,2021-08-14,
5697,Basic,2020-08-18,
5698,Standard,2020-05-25,
5699,Premium,2023-01-08,2025-02-26
5700,Basic,2022-12-06,
5701,Basic,2021-10-16,
5702,Standard,2021-07-30,
5703,Premium,2024-04-27,
5704,Premium,2022-09-24,
5705,Basic,2022-10-02,2022-12-12
5706,Standard,2024-11-08,
5707,Standard,2023-12-03,2025-02-08
5708,Standard,2021-01-03,
5709,Standard,2021-08-09,
5710,Standard,2021-11-24,2023-10-10
5711,Standard,2022-06-25,
5712,Premium,2024-10-09,2024-11-05
5713,Basic,2021-11-13,
5714,Basic,2021-09-15,2023-02-10
5715,Standard,2022-06-23,
5716,Premium,2020-04-30,
5717,Premium,2020-03-16,
5718,Standard,2022-10-15,
5719,Basic,2021-08-20,
5720,Standard,2021-12-24,
5721,Premium,2024-11-21,
5722,Standard,2020-05-13,
5723,Basic,2024-06-18,
5724,Basic,2021-04-27,
5725,Premium,2024-01-23,
5726,Standard,2022-09-05,
5727,Standard,2022-06-20,
5728,Premium,2021-12-11,
5729,Standard,2023-12-02,
5730,Premium,2023-05-15,2024-11-06
5731,Standard,2021-01-02,2022-12-26
5732,Basic,2022-02-18,
5733,Premium,2023-07-06,
5734,Standard,2024-01-03,
5735,Standard,2023-06-19,
5736,Standard,2021-02-02,
5737,Premium,2024-09-22,
5738,Basic,2021-08-03,
5739,Standard,2024-03-27,
5740,Premium,2025-02-04,
5741,Standard,2023-12-11,2023-12-23
5742,Basic,2024-12-20,
5743,Basic,2022-11-22,2023-08-02
5744,Basic,2021-03-04,2022-05-25
5745,Premium,2023-04-06,
5746,Standard,2022-01-07,
5747,Premium,2022-05-29,
5748,Standard,2021-05-21,2024-10-05
5749,Premium,2021-09-09,2024-01-18
5750,Standard,2020-09-21,
5751,Premium,2024-09-10,
5752,Standard,2021-08-08,
5753,Premium,2025-02-14,
5754,Basic,2020-07-05,
5755,Premium,2022-02-16,2023-07-05
5756,Basic,2024-11-14,
5757,Basic,2025-02-28,
5758,Standard,2021-08-31,
5759,Basic,2024-11-18,
5760,Basic,2022-11-25,
5761,Standard,2021-01-19,
5762,Premium,2021-05-11,2023-07-26
5763,Premium,2024-10-04,2025-02-19
5764,Basic,2023-12-17,
5765,Premium,2024-03-04,2024-12-13
5766,Basic,2024-12-01,
5767,Premium,2022-05-28,
5768,Premium,2022-06-11,
5769,Premium,2020-04-05,
5770,Basic,2022-05-01,2024-07-18
5771,Standard,2022-09-25,
5772,Premium,2025-02-07,
5773,Premium,2024-10-28,
5774,Premium,2024-05-10,
5775,Basic,2020-04-23,
5776,Standard,2025-01-04,
5777,Basic,2020-03-17,
5778,Premium,2023-10-02,
5779,Basic,2021-08-13,2023-07-31
5780,Premium,2021-07-20,
5781,Premium,2022-09-13,
5782,Basic,2025-01-26,
5783,Premium,2020-04-24,
5784,Premium,2024-08-09,
5785,Standard,2021-04-22,
5786,Basic,2021-05-24,2023-02-07
5787,Basic,2022-06-28,
5788,Premium,2024-11-03,2025-01-24
5789,Premium,2020-05-03,2020-07-21
5790,Basic,2021-02-19,
5791,Basic,2024-10-25,
5792,Basic,2021-08-31,
5793,Premium,2024-05-22,2024-12-02
5794,Standard,2020-04-24,2020-10-07
5795,Standard,2021-04-14,
5796,Premium,2024-06-22,
5797,Premium,2021-04-26,
5798,Premium,2022-01-05,2024-08-07
5799,Basic,2023-02-21,2024-07-31
5800,Premium,2023-06-04,
5801,Basic,2023-08-13,
5802,Standard,2023-05-14,
5803,Premium,2020-12-12,
5804,Premium,2024-03-31,2024-12-01
5805,Basic,2021-12-07,
5806,Basic,2024-01-02,
5807,Basic,2021-01-25,
5808,Standard,2020-08-27,2020-09-03
5809,Standard,2022-08-13,
5810,Premium,2021-08-26,
5811,Premium,2021-10-10,
5812,Basic,2022-05-24,2025-01-17
5813,Standard,2022-01-26,2024-02-14
5814,Premium,2020-07-04,
5815,Basic,2024-12-26,
5816,Basic,2023-07-22,
5817,Standard,2023-11-12,
5818,Standard,2020-04-17,
5819,Premium,2023-12-01,2024-10-06
5820,Premium,2022-01-05,
5821,Basic,2024-02-02,2024-02-29
5822,Basic,2022-05-28,
5823,Basic,2023-05-06,
5824,Premium,2021-08-09,
5825,Standard,2021-07-04,
5826,Premium,2021-03-28,
5827,Standard,2022-01-30,
5828,Premium,2024-07-17,
5829,Premium,2023-09-24,
5830,Standard,2022-07-13,
5831,Premium,2021-12-09,2025-02-16
5832,Premium,2020-12-12,
5833,Basic,2024-06-21,2024-10-14
5834,Standard,2023-09-26,
5835,Standard,2021-05-21,
5836,Basic,2021-01-04,
5837,Standard,2023-11-08,2024-09-14
5838,Basic,2024-01-01,
5839,Standard,2020-06-25,
5840,Standard,2020-08-29,
5841,Standard,2023-04-08,
5842,Standard,2020-10-29,
5843,Basic,2023-11-13,
5844,Basic,2022-05-25,
5845,Standard,2023-03-31,2023-06-29
5846,Premium,2022-03-04,
5847,Basic,2020-03-22,
5848,Standard,2025-02-06,
5849,Basic,2022-11-26,
5850,Premium,2023-06-17,
5851,Premium,2020-11-01,
5852,Premium,2022-06-09,2024-11-06
5853,Standard,2021-05-25,2022-04-12
5854,Standard,2024-01-05,2024-05-13
5855,Premium,2021-07-07,
5856,Basic,2022-05-23,
5857,Basic,2025-01-08,
5858,Premium,2020-04-10,
5859,Standard,2020-05-09,
5860,Basic,2020-03-22,
5861,Basic,2023-08-13,
5862,Basic,2023-05-09,
5863,Standard,2020-09-06,
5864,Premium,2023-07-07,
5865,Standard,2023-11-19,
5866,Basic,2023-09-06,
5867,Premium,2021-02-23,
5868,Standard,2020-04-15,
5869,Premium,2023-10-09,2024-12-13
5870,Basic,2021-02-04,
5871,Standard,2020-12-05,
5872,Premium,2021-01-30,
5873,Standard,2021-06-29,
5874,Basic,2022-06-02,2024-10-08
5875,Premium,2023-09-19,
5876,Basic,2023-03-01,
5877,Premium,2024-05-12,2024-08-17
5878,Basic,2020-08-10,
5879,Basic,2024-10-17,
5880,Standard,2020-11-12,
5881,Basic,2022-06-06,
5882,Standard,2025-01-05,
5883,Basic,2024-02-20,
5884,Basic,2023-05-20,2023-10-13
5885,Basic,2021-06-20,
5886,Premium,2022-07-02,
5887,Standard,2022-03-05,
5888,Premium,2025-01-20,2025-02-02
5889,Standard,2021-12-30,2024-11-02
5890,Basic,2020-12-27,
5891,Premium,2021-01-22,
5892,Standard,2022-08-14,
5893,Basic,2021-05-30,
5894,Standard,2022-12-17,
5895,Standard,2024-12-30,
5896,Basic,2020-09-08,
5897,Premium,2024-01-27,2024-09-24
5898,Basic,2024-08-18,
5899,Premium,2020-12-09,2021-10-10
5900,Standard,2021-07-25,
5901,Standard,2022-06-06,
5902,Standard,2020-11-12,
5903,Premium,2022-03-25,
5904,Basic,2021-10-24,
5905,Premium,2022-07-19,
5906,Standard,2022-04-30,
5907,Standard,2022-06-17,
5908,Basic,2024-11-23,
5909,Premium,2024-12-13,
5910,Standard,2020-05-27,
5911,Premium,2020-05-22,
5912,Premium,2024-03-19,2024-11-08
5913,Basic,2022-10-15,
5914,Basic,2021-05-20,
5915,Standard,2020-04-22,
5916,Basic,2023-12-30,
5917,Premium,2024-02-21,2024-06-01
5918,Basic,2021-09-24,
5919,Premium,2025-02-27,
5920,Standard,2022-03-06,
5921,Premium,2020-06-01,
5922,Basic,2020-07-27,2022-12-04
5923,Basic,2023-04-07,
5924,Standard,2023-06-03,
5925,Basic,2021-05-23,
5926,Standard,2023-07-10,
5927,Standard,2020-07-31,
5928,Basic,2022-08-18,
5929,Premium,2023-12-24,
5930,Standard,2024-06-28,2024-11-27
5931,Premium,2021-09-05,
5932,Basic,2022-09-29,
5933,Premium,2021-09-16,
5934,Premium,2023-08-07,2023-09-01
5935,Premium,2024-11-14,
5936,Premium,2021-07-09,
5937,Basic,2024-09-20,
5938,Basic,2022-06-12,
5939,Premium,2023-06-08,
5940,Basic,2023-03-08,
5941,Basic,2021-08-17,
5942,Standard,2023-10-07,
5943,Basic,2024-03-15,
5944,Premium,2025-02-14,2025-02-16
5945,Basic,2022-03-24,2022-05-28
5946,Basic,2021-08-23,
5947,Basic,2022-05-15,
5948,Basic,2024-09-22,
5949,Standard,2022-03-27,
5950,Premium,2022-12-31,2023-05-21
5951,Premium,2021-12-16,
5952,Basic,2023-01-20,
5953,Basic,2021-09-09,
5954,Standard,2024-03-25,
5955,Basic,2024-07-13,
5956,Standard,2024-09-06,
5957,Premium,2021-11-17,
5958,Premium,2023-12-09,
5959,Standard,2023-12-28,
5960,Premium,2023-07-03,2024-01-17
5961,Basic,2020-05-29,
5962,Basic,2023-10-23,2024-02-22
5963,Standard,2025-01-13,
5964,Premium,2024-05-27,
5965,Premium,2020-11-11,
5966,Standard,2023-03-09,2023-07-31
5967,Standard,2020-10-31,2023-01-02
5968,Premium,2023-10-10,
5969,Standard,2022-10-30,2022-12-27
5970,Basic,2024-07-16,2025-01-26
5971,Premium,2023-07-18,
5972,Standard,2023-02-18,
5973,Standard,2024-01-14,2024-02-06
5974,Standard,2024-02-10,2024-08-07
5975,Premium,2022-04-17,
5976,Basic,2022-11-11,2024-05-16
5977,Basic,2024-05-29,
5978,Premium,2021-12-04,
5979,Standard,2021-12-31,
5980,Premium,2023-08-01,
5981,Premium,2023-05-27,
5982,Standard,2021-07-03,
5983,Premium,2020-06-08,2024-10-25
5984,Basic,2022-02-25,
5985,Premium,2021-05-03,
5986,Standard,2022-08-17,
5987,Premium,2021-04-11,
5988,Basic,2023-03-03,2024-06-14
5989,Premium,2020-11-05,
5990,Premium,2023-10-31,2023-11-14
5991,Premium,2023-03-31,
5992,Premium,2021-02-09,
5993,Standard,2023-02-24,
5994,Basic,2023-10-05,
5995,Basic,2025-02-14,
5996,Basic,2021-05-10,
5997,Premium,2024-01-25,
5998,Basic,2023-06-09,
5999,Standard,2023-04-12,
6000,Premium,2022-05-10,
6001,Premium,2021-09-10,
6002,Basic,2024-12-19,
6003,Premium,2023-01-05,2023-11-27
6004,Premium,2020-12-29,
6005,Basic,2022-07-05,
6006,Standard,2022-02-07,2022-06-03
6007,Standard,2022-06-11,
6008,Basic,2021-05-29,
6009,Standard,2020-12-13,
6010,Standard,2022-05-18,
6011,Standard,2024-12-20,2025-02-08
6012,Premium,2020-09-17,2021-07-26
6013,Premium,2024-11-12,2024-12-05
6014,Premium,2023-12-07,
6015,Standard,2024-04-21,
6016,Premium,2021-06-08,
6017,Standard,2021-12-29,
6018,Basic,2023-09-19,
6019,Standard,2021-02-25,
6020,Premium,2020-06-29,
6021,Standard,2021-06-23,
6022,Premium,2024-07-28,2024-12-29
6023,Premium,2021-09-22,2024-01-23
6024,Basic,2021-03-20,
6025,Basic,2021-11-24,
6026,Premium,2024-10-18,
6027,Standard,2024-09-02,2025-02-23
6028,Basic,2023-11-24,
6029,Basic,2023-03-11,
6030,Premium,2021-01-19,
6031,Standard,2021-03-22,
6032,Basic,2021-01-18,
6033,Basic,2023-11-14,
6034,Standard,2023-09-05,
6035,Basic,2023-06-05,
6036,Standard,2023-01-08,
6037,Premium,2024-10-22,
6038,Basic,2024-03-05,2024-09-28
6039,Premium,2024-12-03,
6040,Standard,2022-10-07,2025-01-18
6041,Premium,2020-11-12,
6042,Premium,2024-08-31,
6043,Premium,2023-08-11,
6044,Standard,2024-02-25,
6045,Standard,2022-12-11,
6046,Standard,2025-02-12,
6047,Standard,2022-08-22,
6048,Standard,2023-03-25,
6049,Basic,2024-03-26,2024-12-05
6050,Basic,2020-05-24,2020-10-27
6051,Basic,2021-02-22,
6052,Premium,2023-11-07,2025-01-28
6053,Premium,2020-08-14,
6054,Standard,2020-06-13,
6055,Standard,2025-01-23,2025-02-21
6056,Basic,2021-09-17,
6057,Standard,2022-12-31,
6058,Premium,2022-09-15,
6059,Standard,2024-08-30,2025-02-12
6060,Basic,2020-09-08,2024-01-18
6061,Standard,2020-06-13,
6062,Premium,2023-10-04,
6063,Basic,2021-09-23,
6064,Standard,2021-08-17,
6065,Premium,2023-08-13,
6066,Basic,2023-07-10,
6067,Basic,2020-11-10,
6068,Premium,2021-08-18,
6069,Standard,2023-03-23,
6070,Standard,2024-05-31,
6071,Standard,2022-12-06,2024-06-04
6072,Basic,2022-04-20,
6073,Basic,2023-01-18,
6074,Standard,2020-05-25,
6075,Basic,2023-08-31,
6076,Basic,2023-02-03,
6077,Premium,2021-11-13,
6078,Standard,2021-08-28,
6079,Standard,2022-04-17,
6080,Standard,2022-10-18,
6081,Basic,2024-03-01,
6082,Basic,2024-02-11,2024-02-21
6083,Basic,2024-04-23,
6084,Standard,2024-01-03,
6085,Basic,2022-10-02,
6086,Standard,2025-02-22,
6087,Basic,2024-09-03,
6088,Standard,2021-07-15,
6089,Premium,2022-06-11,
6090,Basic,2023-09-06,
6091,Standard,2025-02-05,
6092,Premium,2021-04-27,
6093,Premium,2023-04-05,
6094,Basic,2022-08-08,
6095,Standard,2023-09-19,
6096,Basic,2020-08-02,
6097,Premium,2023-11-09,
6098,Basic,2022-10-19,2024-05-06
6099,Standard,2021-02-19,
6100,Premium,2023-08-30,2024-08-26
6101,Basic,2021-08-22,
6102,Basic,2024-12-17,
6103,Basic,2023-04-03,
6104,Basic,2024-07-09,2025-02-27
6105,Basic,2022-05-15,
6106,Premium,2022-09-26,
6107,Premium,2023-05-10,
6108,Standard,2021-09-28,
6109,Basic,2024-08-24,
6110,Standard,2022-05-12,2022-07-17
6111,Premium,2020-06-25,2020-09-28
6112,Basic,2024-03-03,
6113,Standard,2022-08-05,2024-10-27
6114,Basic,2021-01-28,
6115,Basic,2024-08-20,
6116,Standard,2022-02-22,
6117,Premium,2021-12-06,
6118,Standard,2021-03-05,2021-04-27
6119,Standard,2020-11-10,
6120,Standard,2020-10-19,
6121,Basic,2022-04-08,
6122,Premium,2025-01-29,
6123,Premium,2020-08-15,
